question_id,question_var_id,answer_var_id,question,answer_options,source,decision,subject,question_type
834,1,1,How positive or negative of an effect do you think science has had on the quality of Health care in the U.S.?,"['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_W34.csv,keep,Science,PositiveNegative
835,1,1,How positive or negative of an effect do you think science has had on the quality of the environment in the U.S.?,"['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_W34.csv,keep,Science,PositiveNegative
836,1,1,How much do you agree or disagree with the following statement? Government investements in basic scientific research usually pay off in the long run.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,Politics & Government,Agreement
837,1,1,How much do you agree or disagree with the following statement? Government investements in basic scientific research usually are not worth it.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,Politics & Government,Agreement
838,1,1,How much do you agree or disagree with the following statement? Government investements in engineering and technology usually pay off in the long run.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,Politics & Government,Agreement
839,1,1,How much do you agree or disagree with the following statement? Government investements in engineering and technology usually are not worth it.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,Politics & Government,Agreement
840,1,1,How much do you agree or disagree with the following statement? Government investements in medical research usually pay off in the long run.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,Politics & Government,Agreement
841,1,1,How much do you agree or disagree with the following statement? Government investements in medical research usually are not worth it.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,Politics & Government,Agreement
842,1,1,How much do you agree or disagree with the following statement? Many of the problems facing our country can be solved by working with other countries.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W82.csv,keep,Politics & Government,Agreement
843,1,1,How much do you agree or disagree with the following statement? Few of the problems facing our country can be solved by working with other countries.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W82.csv,keep,Politics & Government,Agreement
844,1,1,How much do you agree or disagree with the following statement? Government investment in research is essential for scientific progress.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W82.csv,keep,Politics & Government,Agreement
845,1,1,"How much do you agree or disagree with the following statement? Private investment will ensure that enough scientific progress is made, even without government investment.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W82.csv,keep,Politics & Government,Agreement
846,1,1,"How acceptable, if at all, do you think the use of animals in scientific research is?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
854,1,1,"How much health risk, if any, does eating fruits and vegetables grown with pesticides have for the average person over the course of their lifetime?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W34.csv,keep,General Opinion,Quantity
855,1,1,"How much do you agree or disagree with the following statement? The average person is exposed to additives in the food they eat every day, which pose a serious risk to their health.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,General Opinion,Agreement
856,1,1,How much do you agree or disagree with the following statement? The average person is exposed to additives in the food they eat every day but they eat such a small amount that this does not pose a serious risk to their health.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,General Opinion,Agreement
857,1,1,Do you think ordinary people would do a better or worse job solving the country's problems than elected officials?,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W42.csv,keep,General Opinion,BetterOrWorse
858,1,1,"Genetically modified foods come from a technique that adds genes from other organisms to change that food's genetic characteristics. How much, if anything, have you heard or read about foods with genetically modified ingredients?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Quantity
859,1,1,Do you think foods with genetically modified ingredients are generally better or worse for peoples health than foods with no genetically modified ingredients?,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W34.csv,keep,General Opinion,BetterOrWorse
860,1,1,How likely is it that genetically modified foods will increase the global food supply,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_W34.csv,keep,General Opinion,Likelihood
861,1,1,How much do you agree or disagree with the following statement? Medical treatments these days are worth the costs because they allow people to live longer and better quality lives.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,Science,Agreement
862,1,1,How much do you agree or disagree with the following statement? Medical treatments these days often create as many problems as they solve.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,Science,Agreement
863,1,1,"Thinking about medical treatments these days, how big of a problem, if at all, are the following? Healthcare providers are too quick to order tests and procedures that may not be necessary","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Problem
864,1,1,"Thinking about medical treatments these days, how big of a problem, if at all, are the following? People rely too much on prescription medicines that may not be necessary","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Problem
865,1,1,"Thinking about medical treatments these days, how big of a problem, if at all, are the following? New treatments are made available before we fully understand how they affect people's health","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Problem
866,1,1,"Thinking about medical treatments these days, how big of a problem, if at all, are the following? The cost of treatments makes quality medical care unaffordable","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Problem
867,1,1,"Thinking about medical treatments these days, how big of a problem, if at all, are the following? New treatments are so complex that patients cannot make informed decisions","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Problem
868,1,1,"Thinking about medical treatments these days, how big of a problem, if at all, are the following? Side effects from prescription medicines create as many problems as the medicines solve","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Problem
869,1,1,"Thinking about medical treatments these days, how big of a problem, if at all, are the following? The process for evaluating the safety and effectiveness of new medical treatments is too slow","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Problem
870,1,1,"How much, if anything, have you heard or read about gene editing that can be used to change a baby's genetic characteristics?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W34.csv,keep,Science,Quantity
871,1,1,"How acceptable, if at all, do you think it is to use medical technology to change a babyâ€™s genetic characteristics to make the baby more intelligent?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
872,1,1,"How acceptable, if at all, do you think it is to use medical technology to change a babyâ€™s genetic characteristics to treat a serious disease or condition the baby would have at birth?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
873,1,1,"How acceptable, if at all, do you think it is to use medical technology to change a babyâ€™s genetic characteristics to reduce the risk of a serious disease or condition that could occur over the course of his or her lifetime?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
874,1,1,"Thinking about what you have heard or read, how well do you think medical researchers understand the health risks and benefits of changing a baby's genetic characteristics?","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure']",Pew_American_Trends_Panel_W34.csv,keep,Science,HowWell
875,1,1,"How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Even if gene editing is used appropriately in some cases, others will use these techniques in ways that are morally unacceptable","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_W34.csv,keep,Science,Likelihood
876,1,1,How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? These techniques will help people live longer and better quality lives,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_W34.csv,keep,Science,Likelihood
877,1,1,How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? We will use these techniques before we fully understand how they affect people's health,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_W34.csv,keep,Science,Likelihood
878,1,1,How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Inequality will increase because this option will be available only for the wealthy,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_W34.csv,keep,Science,Likelihood
879,1,1,How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Development of these techniques will pave the way for new medical advances that benefit society as a whole,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_W34.csv,keep,Science,Likelihood
880,1,1,"How acceptable, if at all, do you think using gene editing to change a baby's genetic characteristics required testing on human embryos in order to develop these techniques would be?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
881,1,1,"How acceptable, if at all, do you find genetic of animals to increase their production of specific proteins that will lead to more nutritious meat?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
882,1,1,"How acceptable, if at all, do you think bringing back an animal that is currently extinct by genetically engineering a closely-related species would be?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
883,1,1,"How acceptable, if at all, do you find genetic of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosquito-borne diseases?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
884,1,1,"How acceptable, if at all, do you find genetic of animals to grow organs or tissues that can be used for humans needing a transplant?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
885,1,1,"How acceptable, if at all, do you find genetic of aquarium fish to change their appearance, causing them to glow?","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_W34.csv,keep,Science,Acceptance
886,1,1,How much do you agree or disagree with the following statement? Humans have evolved over time.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,General Opinion,Agreement
887,1,1,How much do you agree or disagree with the following statement? Humans have existed in their present form since the beginning of time.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W34.csv,keep,General Opinion,Agreement
892,1,1,"In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Importance
893,1,1,"In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Importance
894,1,1,"In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Importance
895,1,1,"In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Importance
896,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
897,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
898,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
899,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
900,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
901,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to provide fair pay and good benefits?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
902,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to negotiate profitable deals?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
903,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to consider the impact of business decisions on society?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
904,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to create a safe and respectful workplace?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
905,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Importance
906,1,1,"Please think about the leadership styles of people in top positions in business and politics. In general, how much do you think men and women differ when it comes to their approach to leadership?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Quantity
907,1,1,"How much do you agree or disagree with the following statement? Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, women generally have a better approach.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
908,1,1,"How much do you agree or disagree with the following statement? Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, men generally have a better approach.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
909,1,1,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in top executive business positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
910,1,1,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in top executive business positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
911,1,1,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in high political offices.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
912,1,1,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in high political offices.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
913,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than there are now but still not as many women as men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
914,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having about an equal number of women and men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
915,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
916,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than there are now but still not as many women as men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
917,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having about an equal number of women and men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
918,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
919,1,1,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for men to get these positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
920,1,1,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for women to get these positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
921,1,1,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for men to get elected.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
922,1,1,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for women to get elected.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
923,1,1,"How much do you agree or disagree with the following statement? As more women move into management roles, it is only a matter of time before there are as many women as men in top executive business positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
924,1,1,"How much do you agree or disagree with the following statement? Even as more women move into management roles, men will continue to hold more top executive positions in business.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Agreement
925,1,1,"How much do you agree or disagree with the following statement? As more women run for office, it is only a matter of time before there are as many women as men in high political offices.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
926,1,1,"How much do you agree or disagree with the following statement? Even as more women run for office, men will continue to hold more high political offices in the future.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Agreement
927,1,1,To what extent do you think the following is a reason why there are fewer women than men in high political offices? Women aren't tough enough for politics,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Quantity
928,1,1,To what extent do you think the following is a reason why there are fewer women than men in high political offices? Women get less support from party leaders,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Quantity
929,1,1,To what extent do you think the following is a reason why there are fewer women than men in high political offices? Women who run for office have to more to prove themselves than men,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,Quantity
930,1,1,To what extent do you think the following is a reason why there aren't more women in top executive business positions? Family responsibilities make it harder for women to move up in business,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Quantity
931,1,1,To what extent do you think the following is a reason why there aren't more women in top executive business positions? Not as many women are interested in top executive business positions,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Quantity
932,1,1,To what extent do you think the following is a reason why there aren't more women in top executive business positions? Women don't do as good of a job selling their accomplishments,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Quantity
933,1,1,To what extent do you think the following is a reason why there aren't more women in top executive business positions? Women don't have access to the same kinds of personal networks and connections that men have,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,Quantity
934,1,1,"How much do you agree or disagree with the following statement? Thinking about the higher education system, colleges and universities in the United States today are headed in the right direction.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Education,Agreement
935,1,1,"How much do you agree or disagree with the following statement? Thinking about the higher education system, colleges and universities in the United States today are headed in the wrong direction.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Education,Agreement
936,1,1,To what extent do you think the following is a reason why you think the higher education system in the U.S. is going in the wrong direction? Tuition costs are too high,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Education,Quantity
937,1,1,To what extent do you think the following is a reason why you think the higher education system in the U.S. is going in the wrong direction? Students are not getting the skills they need to succeed in the workplace,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_W36.csv,keep,Education,Quantity
938,1,1, How much do you agree or disagree with the following statement? There are other major reasons why the higher education system in the U.S. is going in the wrong direction.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W36.csv,keep,Education,Agreement
939,1,1,"In general, do you think men in high political offices are better or worse than women in high political offices at being honest and ethical?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
940,1,1,"In general, do you think women in high political offices are better or worse than men in high political offices at being honest and ethical?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
941,1,1,"In general, do you think men in high political offices are better or worse than women in high political offices at working out compromises?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
942,1,1,"In general, do you think women in high political offices are better or worse than men in high political offices at working out compromises?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
943,1,1,"In general, do you think men in high political offices are better or worse than women in high political offices at working well under pressure?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
944,1,1,"In general, do you think women in high political offices are better or worse than men in high political offices at working well under pressure?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
945,1,1,"In general, do you think men in high political offices are better or worse than women in high political offices at standing up for what they believe in, despite political pressure?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
946,1,1,"In general, do you think women in high political offices are better or worse than men in high political offices at standing up for what they believe in, despite political pressure?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
947,1,1,"In general, do you think men in high political offices are better or worse than women in high political offices at being persuasive?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
948,1,1,"In general, do you think women in high political offices are better or worse than men in high political offices at being persuasive?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
949,1,1,"In general, do you think men in high political offices are better or worse than women in high political offices at maintaining a tone of civility and respect in politics?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
950,1,1,"In general, do you think women in high political offices are better or worse than men in high political offices at maintaining a tone of civility and respect in politics?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
951,1,1,"In general, do you think men in high political offices are better or worse than women in high political offices at dealing with social issues such as education and health care?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
952,1,1,"In general, do you think women in high political offices are better or worse than men in high political offices at dealing with social issues such as education and health care?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
953,1,1,"In general, do you think men in high political offices are better or worse than women in high political offices at dealing with the federal budget deficit?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
954,1,1,"In general, do you think women in high political offices are better or worse than men in high political offices at dealing with the federal budget deficit?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Politics & Government,BetterOrWorse
955,1,1,"In general, do you think men in top executive business positions are better or worse than women in top executive business positions at being honest and ethical?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,BetterOrWorse
956,1,1,"In general, do you think women in top executive business positions are better or worse than men in top executive business positions at being honest and ethical?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,BetterOrWorse
957,1,1,"In general, do you think men in top executive business positions are better or worse than women in top executive business positions at being compassionate and empathetic?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,BetterOrWorse
958,1,1,"In general, do you think women in top executive business positions are better or worse than men in top executive business positions at being compassionate and empathetic?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,BetterOrWorse
959,1,1,"In general, do you think men in top executive business positions are better or worse than women in top executive business positions at working out compromises?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,BetterOrWorse
960,1,1,"In general, do you think women in top executive business positions are better or worse than men in top executive business positions at working out compromises?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_W36.csv,keep,Economy & Work,BetterOrWorse
