question_id;question_var_id;answer_var_id;question;answer_options;source;decision;subject
822;1;1;How much do you agree or disagree with the following statement? The government is doing too many things better left to businesses and individuals.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;General Opinion
823;1;1;How much do you agree or disagree with the following statement? There are some situations in which abortion should be restricted.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;General Opinion
824;1;1;How much do you agree or disagree with the following statement? There are no situations at all where abortion should be restricted.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;General Opinion
825;1;1;How much do you agree or disagree with the following statement? There are some situations in which abortion should be allowed.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;General Opinion
826;1;1;How much do you agree or disagree with the following statement? There are no situations at all where abortion should be allowed.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;General Opinion
827;1;1;How much do you agree or disagree with the following statement? Abortion should be illegal in all or most cases.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;General Opinion
828;1;1;How much do you agree or disagree with the following statement? Abortion should be legal in all or most cases.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;General Opinion
829;1;1;How much do you agree or disagree with the following statement? Thinking about news and information online, including social media, technology companies should take steps to restrict false information online.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;Media
830;1;1;How much do you agree or disagree with the following statement? Thinking about news and information online, including social media, the government should take steps to restrict false information online.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;Media
831;1;1;How much do you agree or disagree with the following statement? Thinking about news and information online, including social media, people's freedom to publish and access information should be protected.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W32.csv;keep;Media
832;1;1;How positive or negative of an effect do you think science has had on people's daily lives?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_W34.csv;keep;Science
833;1;1;How positive or negative of an effect do you think science has had on the quality of food in the U.S.?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_W34.csv;keep;Science
834;1;1;How positive or negative of an effect do you think science has had on the quality of Health care in the U.S.?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_W34.csv;keep;Science
835;1;1;How positive or negative of an effect do you think science has had on the quality of the environment in the U.S.?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_W34.csv;keep;Science
836;1;1;How much do you agree or disagree with the following statement? Government investements in basic scientific research usually pay off in the long run.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;Politics & Government
837;1;1;How much do you agree or disagree with the following statement? Government investements in basic scientific research usually are not worth it.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;Politics & Government
838;1;1;How much do you agree or disagree with the following statement? Government investements in engineering and technology usually pay off in the long run.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;Politics & Government
839;1;1;How much do you agree or disagree with the following statement? Government investements in engineering and technology usually are not worth it.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;Politics & Government
840;1;1;How much do you agree or disagree with the following statement? Government investements in medical research usually pay off in the long run.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;Politics & Government
841;1;1;How much do you agree or disagree with the following statement? Government investements in medical research usually are not worth it.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;Politics & Government
842;1;1;How much do you agree or disagree with the following statement? Many of the problems facing our country can be solved by working with other countries.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W82.csv;keep;Politics & Government
843;1;1;How much do you agree or disagree with the following statement? Few of the problems facing our country can be solved by working with other countries.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W82.csv;keep;Politics & Government
844;1;1;How much do you agree or disagree with the following statement? Government investment in research is essential for scientific progress.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W82.csv;keep;Politics & Government
845;1;1;How much do you agree or disagree with the following statement? Private investment will ensure that enough scientific progress is made, even without government investment.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W82.csv;keep;Politics & Government
846;1;1;How acceptable, if at all, do you think the use of animals in scientific research is?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
847;1;1;Which of the following, if any, do you restrict or limit eating on a regular basis? Cholesterol;['Not selected', 'Cholesterol'];Pew_American_Trends_Panel_W34.csv;drop;General Opinion
848;1;1;Which of the following, if any, do you restrict or limit eating on a regular basis? Sugar;['Not selected', 'Sugar'];Pew_American_Trends_Panel_W34.csv;drop;General Opinion
849;1;1;Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial preservatives;['Not selected', 'Artificial preservatives'];Pew_American_Trends_Panel_W34.csv;drop;General Opinion
850;1;1;Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial colors;['Not selected', 'Artificial colors'];Pew_American_Trends_Panel_W34.csv;drop;General Opinion
851;1;1;Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial sweeteners;['Not selected', 'Artificial sweeteners'];Pew_American_Trends_Panel_W34.csv;drop;General Opinion
852;1;1;Which of the following, if any, do you restrict or limit eating on a regular basis? Gluten;['Not selected', 'Gluten'];Pew_American_Trends_Panel_W34.csv;drop;General Opinion
853;1;1;Which of the following, if any, do you restrict or limit eating on a regular basis? None of these;['Not selected', 'None of these'];Pew_American_Trends_Panel_W34.csv;drop;General Opinion
854;1;1;How much health risk, if any, does eating fruits and vegetables grown with pesticides have for the average person over the course of their lifetime?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W34.csv;keep;General Opinion
855;1;1;How much do you agree or disagree with the following statement? The average person is exposed to additives in the food they eat every day, which pose a serious risk to their health.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;General Opinion
856;1;1;How much do you agree or disagree with the following statement? The average person is exposed to additives in the food they eat every day but they eat such a small amount that this does not pose a serious risk to their health.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;General Opinion
857;1;1;Do you think ordinary people would do a better or worse job solving the country's problems than elected officials?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W42.csv;keep;General Opinion
858;1;1;Genetically modified foods come from a technique that adds genes from other organisms to change that food's genetic characteristics. How much, if anything, have you heard or read about foods with genetically modified ingredients?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
859;1;1;Do you think foods with genetically modified ingredients are generally better or worse for peoples health than foods with no genetically modified ingredients?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W34.csv;keep;General Opinion
860;1;1;How likely is it that genetically modified foods will increase the global food supply;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W34.csv;keep;General Opinion
861;1;1;How much do you agree or disagree with the following statement? Medical treatments these days are worth the costs because they allow people to live longer and better quality lives.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;Science
862;1;1;How much do you agree or disagree with the following statement? Medical treatments these days often create as many problems as they solve.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;Science
863;1;1;Thinking about medical treatments these days, how big of a problem, if at all, are the following? Healthcare providers are too quick to order tests and procedures that may not be necessary;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
864;1;1;Thinking about medical treatments these days, how big of a problem, if at all, are the following? People rely too much on prescription medicines that may not be necessary;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
865;1;1;Thinking about medical treatments these days, how big of a problem, if at all, are the following? New treatments are made available before we fully understand how they affect people's health;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
866;1;1;Thinking about medical treatments these days, how big of a problem, if at all, are the following? The cost of treatments makes quality medical care unaffordable;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
867;1;1;Thinking about medical treatments these days, how big of a problem, if at all, are the following? New treatments are so complex that patients cannot make informed decisions;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
868;1;1;Thinking about medical treatments these days, how big of a problem, if at all, are the following? Side effects from prescription medicines create as many problems as the medicines solve;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
869;1;1;Thinking about medical treatments these days, how big of a problem, if at all, are the following? The process for evaluating the safety and effectiveness of new medical treatments is too slow;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
870;1;1;How much, if anything, have you heard or read about gene editing that can be used to change a baby's genetic characteristics?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W34.csv;keep;Science
871;1;1;How acceptable, if at all, do you think it is to use medical technology to change a babyâ€™s genetic characteristics to make the baby more intelligent?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
872;1;1;How acceptable, if at all, do you think it is to use medical technology to change a babyâ€™s genetic characteristics to treat a serious disease or condition the baby would have at birth?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
873;1;1;How acceptable, if at all, do you think it is to use medical technology to change a babyâ€™s genetic characteristics to reduce the risk of a serious disease or condition that could occur over the course of his or her lifetime?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
874;1;1;Thinking about what you have heard or read, how well do you think medical researchers understand the health risks and benefits of changing a baby's genetic characteristics?;['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure'];Pew_American_Trends_Panel_W34.csv;keep;Science
875;1;1;How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Even if gene editing is used appropriately in some cases, others will use these techniques in ways that are morally unacceptable;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W34.csv;keep;Science
876;1;1;How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? These techniques will help people live longer and better quality lives;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W34.csv;keep;Science
877;1;1;How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? We will use these techniques before we fully understand how they affect people's health;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W34.csv;keep;Science
878;1;1;How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Inequality will increase because this option will be available only for the wealthy;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W34.csv;keep;Science
879;1;1;How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Development of these techniques will pave the way for new medical advances that benefit society as a whole;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W34.csv;keep;Science
880;1;1;How acceptable, if at all, do you think using gene editing to change a baby's genetic characteristics required testing on human embryos in order to develop these techniques would be?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
881;1;1;How acceptable, if at all, do you find genetic of animals to increase their production of specific proteins that will lead to more nutritious meat?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
882;1;1;How acceptable, if at all, do you think bringing back an animal that is currently extinct by genetically engineering a closely-related species would be?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
883;1;1;How acceptable, if at all, do you find genetic of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosquito-borne diseases?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
884;1;1;How acceptable, if at all, do you find genetic of animals to grow organs or tissues that can be used for humans needing a transplant?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
885;1;1;How acceptable, if at all, do you find genetic of aquarium fish to change their appearance, causing them to glow?;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W34.csv;keep;Science
886;1;1;How much do you agree or disagree with the following statement? Humans have evolved over time.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;General Opinion
887;1;1;How much do you agree or disagree with the following statement? Humans have existed in their present form since the beginning of time.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W34.csv;keep;General Opinion
888;1;1;Have you seen a health care provider for an illness or medical condition in the past 12 months, or not?;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W34.csv;drop;Science
889;1;1;Do you, or does anyone in your immediate family, have a gene that predisposes you to a serious disease such as Alzheimer's, cancer, heart disease or sickle cell anemia?;['Yes', 'No', 'Not sure', 'Refused'];Pew_American_Trends_Panel_W34.csv;drop;Science
890;1;1;Have you, or has anyone in your immediate family, ever had a genetic test, or haven't you done this?;['Yes', 'No', 'Not sure', 'Refused'];Pew_American_Trends_Panel_W34.csv;drop;Science
891;1;1;Generally, how would you say things are these days in your life? Would you say that you are;['Very happy', 'Pretty happy', 'Not too happy', 'Refused'];Pew_American_Trends_Panel_W36.csv;persona only;General Opinion
892;1;1;In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
893;1;1;In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
894;1;1;In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
895;1;1;In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
896;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
897;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
898;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
899;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
900;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
901;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to provide fair pay and good benefits?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
902;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to negotiate profitable deals?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
903;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to consider the impact of business decisions on society?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
904;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to create a safe and respectful workplace?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
905;1;1;In general, how important, if at all, is it to you for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
906;1;1;Please think about the leadership styles of people in top positions in business and politics. In general, how much do you think men and women differ when it comes to their approach to leadership?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
907;1;1;How much do you agree or disagree with the following statement? Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, women generally have a better approach.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
908;1;1;How much do you agree or disagree with the following statement? Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, men generally have a better approach.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
909;1;1;How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in top executive business positions.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
910;1;1;How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in top executive business positions.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
911;1;1;How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in high political offices.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
912;1;1;How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in high political offices.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
913;1;1;How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than there are now but still not as many women as men.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
914;1;1;How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having about an equal number of women and men.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
915;1;1;How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than men.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
916;1;1;How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than there are now but still not as many women as men.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
917;1;1;How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having about an equal number of women and men.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
918;1;1;How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than men.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
919;1;1;How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for men to get these positions.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
920;1;1;How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for women to get these positions.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
921;1;1;How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for men to get elected.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
922;1;1;How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for women to get elected.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
923;1;1;How much do you agree or disagree with the following statement? As more women move into management roles, it is only a matter of time before there are as many women as men in top executive business positions.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
924;1;1;How much do you agree or disagree with the following statement? Even as more women move into management roles, men will continue to hold more top executive positions in business.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
925;1;1;How much do you agree or disagree with the following statement? As more women run for office, it is only a matter of time before there are as many women as men in high political offices.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
926;1;1;How much do you agree or disagree with the following statement? Even as more women run for office, men will continue to hold more high political offices in the future.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
927;1;1;To what extent do you think the following is a reason why there are fewer women than men in high political offices? Women aren't tough enough for politics;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
928;1;1;To what extent do you think the following is a reason why there are fewer women than men in high political offices? Women get less support from party leaders;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
929;1;1;To what extent do you think the following is a reason why there are fewer women than men in high political offices? Women who run for office have to more to prove themselves than men;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
930;1;1;To what extent do you think the following is a reason why there aren't more women in top executive business positions? Family responsibilities make it harder for women to move up in business;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
931;1;1;To what extent do you think the following is a reason why there aren't more women in top executive business positions? Not as many women are interested in top executive business positions;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
932;1;1;To what extent do you think the following is a reason why there aren't more women in top executive business positions? Women don't do as good of a job selling their accomplishments;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
933;1;1;To what extent do you think the following is a reason why there aren't more women in top executive business positions? Women don't have access to the same kinds of personal networks and connections that men have;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Economy & Work
934;1;1;How much do you agree or disagree with the following statement? Thinking about the higher education system, colleges and universities in the United States today are headed in the right direction.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Education
935;1;1;How much do you agree or disagree with the following statement? Thinking about the higher education system, colleges and universities in the United States today are headed in the wrong direction.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Education
936;1;1;To what extent do you think the following is a reason why you think the higher education system in the U.S. is going in the wrong direction? Tuition costs are too high;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Education
937;1;1;To what extent do you think the following is a reason why you think the higher education system in the U.S. is going in the wrong direction? Students are not getting the skills they need to succeed in the workplace;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W36.csv;keep;Education
938;1;1; How much do you agree or disagree with the following statement? There are other major reasons why the higher education system in the U.S. is going in the wrong direction.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W36.csv;keep;Education
939;1;1;In general, do you think men in high political offices are better or worse than women in high political offices at being honest and ethical?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
940;1;1;In general, do you think women in high political offices are better or worse than men in high political offices at being honest and ethical?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
941;1;1;In general, do you think men in high political offices are better or worse than women in high political offices at working out compromises?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
942;1;1;In general, do you think women in high political offices are better or worse than men in high political offices at working out compromises?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
943;1;1;In general, do you think men in high political offices are better or worse than women in high political offices at working well under pressure?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
944;1;1;In general, do you think women in high political offices are better or worse than men in high political offices at working well under pressure?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
945;1;1;In general, do you think men in high political offices are better or worse than women in high political offices at standing up for what they believe in, despite political pressure?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
946;1;1;In general, do you think women in high political offices are better or worse than men in high political offices at standing up for what they believe in, despite political pressure?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
947;1;1;In general, do you think men in high political offices are better or worse than women in high political offices at being persuasive?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W36.csv;keep;Politics & Government
