question_id,question_var_id,answer_var_id,question,answer_options,source
726,1,1,"In general, how often, if ever, would you say you exchange emails or text messages with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']",Pew_American_Trends_Panel_W32.csv
727,1,1,"In general, how often, if ever, would you say you have parties or get-togethers with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']",Pew_American_Trends_Panel_W32.csv
728,1,1,Do you have any neighbors you would feel comfortable asking to keep a set of keys to your home for emergencies (for example if you were locked out)?,"['Yes', 'No', 'Refused']",Pew_American_Trends_Panel_W32.csv
729,1,1,"As far as you know, how many of your neighbors are the same social class as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']",Pew_American_Trends_Panel_W32.csv
730,1,1,"As far as you know, how many of your neighbors have the same political views as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']",Pew_American_Trends_Panel_W32.csv
731,1,1,"As far as you know, how many immigrants, if any, would you say there are in your local community?","['Many', 'Some', 'Only a few', 'None', 'Refused']",Pew_American_Trends_Panel_W32.csv
732,1,1,How would you describe the community where you spent the majority of time when you were growing up?,"['Urban', 'Suburban', 'Rural', 'Refused']",Pew_American_Trends_Panel_W32.csv
733,1,1,How would you describe the community where you currently live?,"['Urban', 'Suburban', 'Rural', 'Refused']",Pew_American_Trends_Panel_W32.csv
734,1,1,Would you say you currently live in a,"['Large city', 'Midsize city', 'Small city', 'Refused']",Pew_American_Trends_Panel_W32.csv
735,1,1,"Thinking about the city your community is a suburb of, would you say you live","['Very close to that city', 'Somewhat close to that city', 'Not too close to that city', 'Refused']",Pew_American_Trends_Panel_W32.csv
736,1,1,"How well, if at all, do you think you understand the types of problems faced by people who live in urban areas?","['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']",Pew_American_Trends_Panel_W32.csv
737,1,1,"How well, if at all, do you think you understand the types of problems faced by people who live in suburban areas?","['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']",Pew_American_Trends_Panel_W32.csv
738,1,1,"How well, if at all, do you think you understand the types of problems faced by people who live in rural areas?","['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']",Pew_American_Trends_Panel_W32.csv
739,1,1,"If you could, would you want to move to a different community?","['Would want to move', 'Would not want to move', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W32.csv
740,1,1,Which statement comes closer to your own views?,"['The obstacles that once made it harder for women than men to get ahead are now largely gone', 'There are still significant obstacles that make it harder for women to get ahead than men', 'Refused']",Pew_American_Trends_Panel_W32.csv
740,1,2,Which statement comes closer to your own views?,"['There are some situations in which abortion should be allowed', 'There are no situations at all where abortion should be allowed', 'Refused']",Pew_American_Trends_Panel_W32.csv
740,1,3,Which statement comes closer to your own views?,"['There are some situations in which abortion should be restricted', 'There are no situations at all where abortion should be restricted', 'Refused']",Pew_American_Trends_Panel_W32.csv
740,1,4,Which statement comes closer to your own views?,"['The growing number of newcomers from other countries threatens traditional American customs and values', 'The growing number of newcomers from other countries strengthens American society', 'Refused']",Pew_American_Trends_Panel_W32.csv
740,1,5,Which statement comes closer to your own views?,"['Society is better off if people make marriage and having children a priority', 'Society is just as well off if people have priorities other than marriage and children', 'Refused']",Pew_American_Trends_Panel_W32.csv
740,1,6,Which statement comes closer to your own views?,"['The economic system in this country unfairly favors powerful interests', 'The economic system in this country is generally fair to most Americans', 'Refused']",Pew_American_Trends_Panel_W32.csv
740,1,7,Which statement comes closer to your own views?,"['Government should do more to solve problems', 'Government is doing too many things better left to businesses and individuals', 'Refused']",Pew_American_Trends_Panel_W32.csv
741,1,1,Do you think abortion should be,"['legal in all or most cases', 'illegal in all or most cases', 'Refused']",Pew_American_Trends_Panel_W32.csv
742,1,1,"Thinking about news and information online, including social media which comes closer to your own view?","['Technology companies should take steps to restrict false information online', ""People's freedom to publish and access information should be protected"", 'Refused']",Pew_American_Trends_Panel_W32.csv
742,1,2,"Thinking about news and information online, including social media which comes closer to your own view?","['The U.S. government should take steps to restrict false information online', ""People's freedom to publish and access information should be protected"", 'Refused']",Pew_American_Trends_Panel_W32.csv
743,1,1,"Overall, do you think science has made life easier or more difficult for most people?","['Easier', 'More difficult', 'Refused']",Pew_American_Trends_Panel_W34.csv
744,1,1,Do you think science has had a mostly positive or mostly negative effect on the quality of food in the U.S.?,"['Mostly positive', 'Mostly negative', 'Refused']",Pew_American_Trends_Panel_W34.csv
745,1,1,Do you think science has had a mostly positive or mostly negative effect on the quality of Health care in the U.S.?,"['Mostly positive', 'Mostly negative', 'Refused']",Pew_American_Trends_Panel_W34.csv
746,1,1,Do you think science has had a mostly positive or mostly negative effect on the quality of the environment in the U.S.?,"['Mostly positive', 'Mostly negative', 'Refused']",Pew_American_Trends_Panel_W34.csv
747,1,1,"In your opinion, do you think government investments in basic scientific research usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']",Pew_American_Trends_Panel_W34.csv
748,1,1,"In your opinion, do you think government investments in engineering and technology usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']",Pew_American_Trends_Panel_W34.csv
749,1,1,"In your opinion, do you think government investments in medical research usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']",Pew_American_Trends_Panel_W34.csv
750,1,1,"Which statement comes closer to your view, even if neither is exactly right?","['Government investment in research is essential for scientific progress', 'Private investment will ensure that enough scientific progress is made, even without government investment', 'Refused']",Pew_American_Trends_Panel_W34.csv
750,1,2,"Which statement comes closer to your view, even if neither is exactly right?","['many of the problems facing our country can be solved by working with other countries', 'few of the problems facing our country can be solved by working with other countries', 'Refused']",Pew_American_Trends_Panel_W82.csv
751,1,1,"All in all, do you favor or oppose the use of animals in scientific research?","['Favor', 'Oppose', 'Refused']",Pew_American_Trends_Panel_W34.csv
752,1,1,"Which of the following, if any, do you restrict or limit eating on a regular basis? Cholesterol","['Not selected', 'Cholesterol']",Pew_American_Trends_Panel_W34.csv
753,1,1,"Which of the following, if any, do you restrict or limit eating on a regular basis? Sugar","['Not selected', 'Sugar']",Pew_American_Trends_Panel_W34.csv
754,1,1,"Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial preservatives","['Not selected', 'Artificial preservatives']",Pew_American_Trends_Panel_W34.csv
755,1,1,"Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial colors","['Not selected', 'Artificial colors']",Pew_American_Trends_Panel_W34.csv
756,1,1,"Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial sweeteners","['Not selected', 'Artificial sweeteners']",Pew_American_Trends_Panel_W34.csv
757,1,1,"Which of the following, if any, do you restrict or limit eating on a regular basis? Gluten","['Not selected', 'Gluten']",Pew_American_Trends_Panel_W34.csv
758,1,1,"Which of the following, if any, do you restrict or limit eating on a regular basis? None of these","['Not selected', 'None of these']",Pew_American_Trends_Panel_W34.csv
759,1,1,"How much health risk, if any, does eating fruits and vegetables grown with pesticides have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']",Pew_American_Trends_Panel_W34.csv
760,1,1,"Which of these statements comes closer to your view, even if neither is exactly right?","[""Ordinary people would do a better job solving the country's problems than elected officials"", ""Ordinary people would do no better solving the country's problems than elected officials"", 'Refused']",Pew_American_Trends_Panel_W42.csv
760,1,2,"Which of these statements comes closer to your view, even if neither is exactly right?","['The average person is exposed to additives in the food they eat every day, which pose a serious risk to their health', 'The average person is exposed to additives in the food they eat every day but they eat such a small amount that this doe', 'Refused']",Pew_American_Trends_Panel_W34.csv
761,1,1,"Genetically modified foods come from a technique that adds genes from other organisms to change that food's genetic characteristics. How much, if anything, have you heard or read about foods with genetically modified ingredients?","['A lot', 'A little', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W34.csv
762,1,1,Do you think foods with genetically modified ingredients are generally,"['Better for your health than foods with no genetically modified ingredients', 'Worse for your health than foods with no genetically modified ingredients', 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W34.csv
763,1,1,How likely is it that genetically modified foods will increase the global food supply,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']",Pew_American_Trends_Panel_W34.csv
764,1,1,"Thinking now about medicine which of these statements comes closer to your point of view, even if neither is exactly right?","['Medical treatments these days are worth the costs because they allow people to live longer and better quality lives', 'Medical treatments these days often create as many problems as they solve', 'Refused']",Pew_American_Trends_Panel_W34.csv
765,1,1,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? Healthcare providers are too quick to order tests and procedures that may not be necessary","['A big problem', 'A small problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_W34.csv
766,1,1,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? People rely too much on prescription medicines that may not be necessary","['A big problem', 'A small problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_W34.csv
767,1,1,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? New treatments are made available before we fully understand how they affect people's health","['A big problem', 'A small problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_W34.csv
768,1,1,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? The cost of treatments makes quality medical care unaffordable","['A big problem', 'A small problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_W34.csv
769,1,1,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? New treatments are so complex that patients cannot make informed decisions","['A big problem', 'A small problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_W34.csv
770,1,1,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? Side effects from prescription medicines create as many problems as the medicines solve","['A big problem', 'A small problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_W34.csv
771,1,1,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? The process for evaluating the safety and effectiveness of new medical treatments is too slow","['A big problem', 'A small problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_W34.csv
772,1,1,"How much, if anything, have you heard or read about gene editing that can be used to change a baby's genetic characteristics?","['A lot', 'A little', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W34.csv
773,1,1,Do you think changing a baby's genetic characteristics to make the baby more intelligent is an appropriate use of medical technology ?,"['An appropriate use of medical technology', 'Taking medical technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
774,1,1,Do you think changing a baby's genetic characteristics to treat a serious disease or condition the baby would have at birth is an appropriate use of medical technology ?,"['An appropriate use of medical technology', 'Taking medical technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
775,1,1,Do you think changing a baby's genetic characteristics to reduce the risk of a serious disease or condition that could occur over the course of his or her lifetime is an appropriate use of medical technology ?,"['An appropriate use of medical technology', 'Taking medical technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
776,1,1,"Thinking about what you have heard or read, how well do you think medical researchers understand the health risks and benefits of changing a baby's genetic characteristics?","['Very well', 'Fairly well', 'Not too well', 'Not at all well', 'Refused']",Pew_American_Trends_Panel_W34.csv
777,1,1,"How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Even if gene editing is used appropriately in some cases, others will use these techniques in ways that are morally unacceptable","['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']",Pew_American_Trends_Panel_W34.csv
778,1,1,How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? These techniques will help people live longer and better quality lives,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']",Pew_American_Trends_Panel_W34.csv
779,1,1,How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? We will use these techniques before we fully understand how they affect people's health,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']",Pew_American_Trends_Panel_W34.csv
780,1,1,How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Inequality will increase because this option will be available only for the wealthy,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']",Pew_American_Trends_Panel_W34.csv
781,1,1,How likely is the following if gene editing to change a baby's genetic characteristics becomes widely available? Development of these techniques will pave the way for new medical advances that benefit society as a whole,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']",Pew_American_Trends_Panel_W34.csv
782,1,1,"If gene editing to change a baby's genetic characteristics required testing on human embryos in order to develop these techniques, do you think this would be","['An appropriate use of medical technology', 'Taking medical technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
783,1,1,Do you think genetic engineering of animals to increase their production of specific proteins that will lead to more nutritious meat would be,"['An appropriate use of technology', 'Taking technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
784,1,1,Do you think bringing back an animal that is currently extinct by genetically engineering a closely-related species would be,"['An appropriate use of technology', 'Taking technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
785,1,1,Do you think genetic engineering of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosquito-borne diseases would be,"['An appropriate use of technology', 'Taking technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
786,1,1,Do you think genetic engineering of animals to grow organs or tissues that can be used for humans needing a transplant would be,"['An appropriate use of technology', 'Taking technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
787,1,1,"Do you think genetic engineering of aquarium fish to change their appearance, causing them to glow would be","['An appropriate use of technology', 'Taking technology too far', 'Refused']",Pew_American_Trends_Panel_W34.csv
788,1,1,"Thinking about the development of human life on Earth which statement comes closer to your own views, even if neither is exactly right?","['Humans have evolved over time', 'Humans have existed in their present form since the beginning of time', 'Refused']",Pew_American_Trends_Panel_W34.csv
789,1,1,"Even if you are not sure, which of these is closer to your views?","['Humans have evolved over time', 'Humans have existed in their present form since the beginning of time', 'Other view', 'Refused']",Pew_American_Trends_Panel_W34.csv
790,1,1,"Have you seen a health care provider for an illness or medical condition in the past 12 months, or not?","['Yes', 'No', 'Refused']",Pew_American_Trends_Panel_W34.csv
791,1,1,"Do you, or does anyone in your immediate family, have a gene that predisposes you to a serious disease such as Alzheimer's, cancer, heart disease or sickle cell anemia?","['Yes', 'No', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W34.csv
792,1,1,"Have you, or has anyone in your immediate family, ever had a genetic test, or haven't you done this?","['Yes', 'No', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W34.csv
793,1,1,"Generally, how would you say things are these days in your life? Would you say that you are","['Very happy', 'Pretty happy', 'Not too happy', 'Refused']",Pew_American_Trends_Panel_W36.csv
794,1,1,"In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
795,1,1,"In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
796,1,1,"In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
797,1,1,"In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
798,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
799,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
800,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
801,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
802,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
803,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to provide fair pay and good benefits?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
804,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to negotiate profitable deals?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
805,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to consider the impact of business decisions on society?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
806,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to create a safe and respectful workplace?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
807,1,1,"In general, how important, if at all, is it to you for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36.csv
808,1,1,"Next, please think about the leadership styles of people in top positions in business and politics. In general, when it comes to their approach to leadership, do you think that","['Men and women are basically similar', 'Men and women are basically different', 'Refused']",Pew_American_Trends_Panel_W36.csv
809,1,1,"Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say","['Women generally have a better approach', 'Men generally have a better approach', 'Neither is better', 'Refused']",Pew_American_Trends_Panel_W36.csv
810,1,1,"Thinking about the country today, would you say there are","['Too many women in top executive business positions', 'Too few women in top executive business positions', 'About the right number of women in top executive business positions', 'Refused']",Pew_American_Trends_Panel_W36.csv
810,1,2,"Thinking about the country today, would you say there are","['Too many women in high political offices', 'Too few women in high political offices', 'About the right number of women in high political offices', 'Refused']",Pew_American_Trends_Panel_W36.csv
811,1,1,What do you think would be the ideal situation when it comes to the number of women in high political office?,"['Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men', 'Having more women than men', 'Refused']",Pew_American_Trends_Panel_W36.csv
812,1,1,What do you think would be the ideal situation when it comes to the number of women in top executive business positions?,"['Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men', 'Having more women than men', 'Refused']",Pew_American_Trends_Panel_W36.csv
813,1,1,"Thinking about top executive positions in business these days, would you say it is generally","['Easier for men to get these positions', 'Easier for women to get these positions', 'Not much difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
814,1,1,"Thinking about high political offices these days, would you say it is generally","['Easier for men to get elected to high political offices', 'Easier for women to get elected to high political offices', 'Not much difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
815,1,1,"Which of these two statements comes closer to your own view, even if neither is exactly right?","['As more women move into management roles, it is only a matter of time before there are as many women as men in top execu', 'Even as more women move into management roles, men will continue to hold more top executive positions in business in the', 'Refused']",Pew_American_Trends_Panel_W36.csv
815,1,2,"Which of these two statements comes closer to your own view, even if neither is exactly right?","['As more women run for office, it is only a matter of time before there are as many women as men in high political office', 'Even as more women run for office, men will continue to hold more high political offices in the future', 'Refused']",Pew_American_Trends_Panel_W36.csv
816,1,1,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't tough enough for politics,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
817,1,1,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women get less support from party leaders,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
818,1,1,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office have to more to prove themselves than men,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
819,1,1,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Family responsibilities make it harder for women to move up in business","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
820,1,1,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Not as many women are interested in top executive business positions","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
821,1,1,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't do as good of a job selling their accomplishments","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
822,1,1,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't have access to the same kinds of personal networks and connections that men have","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
823,1,1,"Now, thinking about the higher education system, that is colleges and universities, in the United States today","['Right direction', 'Wrong direction', 'Refused']",Pew_American_Trends_Panel_W36.csv
824,1,1,"For tuition costs are too high, please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction.","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
825,1,1,Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Students are not getting the skills they need to succeed in the workplace,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36.csv
826,1,1,Are there any other major reasons why you think the higher education system in the U.S. is going in the wrong direction?,"['Yes', 'No', 'Refused']",Pew_American_Trends_Panel_W36.csv
827,1,1,"In general, do you think men or women in high political offices are better at being honest and ethical?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
828,1,1,"In general, do you think men or women in high political offices are better at working out compromises?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
829,1,1,"In general, do you think men or women in high political offices are better at working well under pressure?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
830,1,1,"In general, do you think men or women in high political offices are better at standing up for what they believe in, despite political pressure?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
831,1,1,"In general, do you think men or women in high political offices are better at being persuasive?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
832,1,1,"In general, do you think men or women in high political offices are better at maintaining a tone of civility and respect in politics?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
833,1,1,"And thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with social issues such as education and health care?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
834,1,1,"And thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with the federal budget deficit?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
835,1,1,"In general, do you think men or women in top executive business positions are better at being honest and ethical?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
836,1,1,"In general, do you think men or women in top executive business positions are better at being compassionate and empathetic?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
837,1,1,"In general, do you think men or women in top executive business positions are better at working out compromises?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
838,1,1,"In general, do you think men or women in top executive business positions are better at valuing people from different backgrounds?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
839,1,1,"In general, do you think men or women in top executive business positions are better at providing fair pay and good benefits?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
840,1,1,"In general, do you think men or women in top executive business positions are better at considering the impact of business decisions on society?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
841,1,1,"In general, do you think men or women in top executive business positions are better at providing guidance or mentorship to young employees?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
842,1,1,"In general, do you think men or women in top executive business positions are better at creating a safe and respectful workplace?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
843,1,1,"In general, do you think men or women in top executive business positions are better at standing up for what they believe in, despite pressure to make a profit?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
844,1,1,"In general, do you think men or women would do a better job running a major technology company types of companies?","['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
845,1,1,"In general, do you think men or women would do a better job running a major retail chain types of companies?","['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
846,1,1,"In general, do you think men or women would do a better job running a large oil or gas company types of companies?","['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36.csv
847,1,1,"In general, how do you think being compassionate impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36.csv
848,1,1,"In general, how do you think being decisive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36.csv
849,1,1,"In general, how do you think being decisive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36.csv
850,1,1,"In general, how do you think being compassionate impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36.csv
851,1,1,"In general, how do you think showing emotions impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36.csv
852,1,1,"In general, how do you think being decisive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36.csv
853,1,1,"In general, how do you think being compassionate impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36.csv
854,1,1,"In general, how do you think showing emotions impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36.csv
855,1,1,"In general, what do you think is better for a woman who wants to reach a top executive position in business?","['Having children early on in her career', 'Waiting until she is well-established in her career to have children', 'Not having children at all', 'Refused']",Pew_American_Trends_Panel_W36.csv
856,1,1,"If there were more women in the U.S. Congress, do you think Congress would","[""Do a better job of dealing with the country's problems"", ""Do a worse job of dealing with the country's problems"", ""The number of women in Congress doesn't have much to with this"", 'Refused']",Pew_American_Trends_Panel_W36.csv
857,1,1,"If there were more women in the U.S. Congress, do you think there would be","['more openness and transparency in government', 'less openness and transparency in government', ""The number of women in Congress doesn't have much to with this"", 'Refused']",Pew_American_Trends_Panel_W36.csv
858,1,1,"If there were more women in the U.S. Congress, do you think","['The tone of political debate in Washington would be more respectful', 'The tone of political debate in Washington would be less respectful', ""The number of women in Congress doesn't have much to with this"", 'Refused']",Pew_American_Trends_Panel_W36.csv
859,1,1,Thinking again about colleges and universities which of the following do you think should be more important on college campuses these days?,"['Allowing people to speak their minds freely, even if some students find their views upsetting or offensive', ""Ensuring that students aren't exposed to views they find upsetting or offensive, even if that limits what people are a"", 'Refused']",Pew_American_Trends_Panel_W36.csv
