question_id,question_var_id,answer_var_id,question,answer_options,num_scale,scale_type,question_type,subject,source,shuffle_seed
908,1,3,"How much do you agree or disagree with the following statement? Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, men generally have a better approach.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,7
908,1,4,"How much do you agree or disagree with the following statement? Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, men generally have a better approach.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,10
908,1,5,"How much do you agree or disagree with the following statement? Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, men generally have a better approach.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,67
908,1,6,"How much do you agree or disagree with the following statement? Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, men generally have a better approach.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,101
909,1,1,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in top executive business positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,
909,1,2,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in top executive business positions.","['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,2
909,1,3,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in top executive business positions.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,7
909,1,4,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in top executive business positions.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,10
909,1,5,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in top executive business positions.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,67
909,1,6,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in top executive business positions.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,101
910,1,1,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in top executive business positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,
910,1,2,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in top executive business positions.","['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,2
910,1,3,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in top executive business positions.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,7
910,1,4,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in top executive business positions.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,10
910,1,5,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in top executive business positions.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,67
910,1,6,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in top executive business positions.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,101
911,1,1,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in high political offices.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,
911,1,2,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in high political offices.","['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,2
911,1,3,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in high political offices.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,7
911,1,4,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in high political offices.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,10
911,1,5,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in high political offices.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,67
911,1,6,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too many women in high political offices.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,101
912,1,1,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in high political offices.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,
912,1,2,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in high political offices.","['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,2
912,1,3,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in high political offices.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,7
912,1,4,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in high political offices.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,10
912,1,5,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in high political offices.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,67
912,1,6,"How much do you agree or disagree with the following statement? Thinking about the country today, there are too few women in high political offices.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,101
913,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than there are now but still not as many women as men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,
913,1,2,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than there are now but still not as many women as men.,"['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,2
913,1,3,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than there are now but still not as many women as men.,"['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,7
913,1,4,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than there are now but still not as many women as men.,"['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,10
913,1,5,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than there are now but still not as many women as men.,"['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,67
913,1,6,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than there are now but still not as many women as men.,"['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,101
914,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having about an equal number of women and men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,
914,1,2,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having about an equal number of women and men.,"['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,2
914,1,3,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having about an equal number of women and men.,"['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,7
914,1,4,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having about an equal number of women and men.,"['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,10
914,1,5,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having about an equal number of women and men.,"['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,67
914,1,6,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having about an equal number of women and men.,"['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,101
915,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,
915,1,2,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than men.,"['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,2
915,1,3,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than men.,"['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,7
915,1,4,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than men.,"['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,10
915,1,5,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than men.,"['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,67
915,1,6,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in high political offices is having more women than men.,"['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,101
916,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than there are now but still not as many women as men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,
916,1,2,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than there are now but still not as many women as men.,"['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,2
916,1,3,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than there are now but still not as many women as men.,"['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,7
916,1,4,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than there are now but still not as many women as men.,"['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,10
916,1,5,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than there are now but still not as many women as men.,"['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,67
916,1,6,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than there are now but still not as many women as men.,"['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,101
917,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having about an equal number of women and men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,
917,1,2,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having about an equal number of women and men.,"['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,2
917,1,3,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having about an equal number of women and men.,"['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,7
917,1,4,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having about an equal number of women and men.,"['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,10
917,1,5,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having about an equal number of women and men.,"['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,67
917,1,6,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having about an equal number of women and men.,"['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,101
918,1,1,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than men.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,
918,1,2,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than men.,"['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,2
918,1,3,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than men.,"['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,7
918,1,4,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than men.,"['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,10
918,1,5,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than men.,"['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,67
918,1,6,How much do you agree or disagree with the following statement? The ideal situation when it comes to the number of women in top executive business positions is having more women than men.,"['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,101
919,1,1,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for men to get these positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,
919,1,2,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for men to get these positions.","['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,2
919,1,3,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for men to get these positions.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,7
919,1,4,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for men to get these positions.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,10
919,1,5,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for men to get these positions.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,67
919,1,6,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for men to get these positions.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,101
920,1,1,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for women to get these positions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,
920,1,2,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for women to get these positions.","['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,2
920,1,3,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for women to get these positions.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,7
920,1,4,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for women to get these positions.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,10
920,1,5,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for women to get these positions.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,67
920,1,6,"How much do you agree or disagree with the following statement? Thinking about top executive positions in business these days, it is generally easier for women to get these positions.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Economy & Work,Pew_American_Trends_Panel_W36.csv,101
921,1,1,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for men to get elected.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,
921,1,2,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for men to get elected.","['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,2
921,1,3,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for men to get elected.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,7
921,1,4,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for men to get elected.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,10
921,1,5,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for men to get elected.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,67
921,1,6,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for men to get elected.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,101
922,1,1,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for women to get elected.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,
922,1,2,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for women to get elected.","['Somewhat agree', 'Somewhat disagree', 'Fully disagree', 'Fully agree']","[0.33333333, -0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,2
922,1,3,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for women to get elected.","['Fully disagree', 'Somewhat agree', 'Fully agree', 'Somewhat disagree']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,7
922,1,4,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for women to get elected.","['Fully disagree', 'Somewhat disagree', 'Somewhat agree', 'Fully agree']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,10
922,1,5,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for women to get elected.","['Somewhat disagree', 'Somewhat agree', 'Fully disagree', 'Fully agree']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,67
922,1,6,"How much do you agree or disagree with the following statement? Thinking about high political offices these days, it is generally easier for women to get elected.","['Fully agree', 'Fully disagree', 'Somewhat disagree', 'Somewhat agree']","[1.0, -1.0, -0.33333333, 0.33333333]",4-bipolar,Agreement,Politics & Government,Pew_American_Trends_Panel_W36.csv,101
